Statistic, Task, 0 min, 10 min, 20 min, 30 min, 40 min, 50 min, 60 min, 70 min, 80 min, 90 min, 100 min, 110 min,
,Sum, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Number In, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0
, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 5, 0.02, 0, 0, 0, 0, 0.03, 0.01, 0.01, 0.01, 0, 0.02, 0.01
, , 0.140705, 0, 0, 0, 0, 0.171447, 0.1, 0.1, 0.1, 0, 0.140705, 0.1
, 6, 0, 0.01, 0, 0, 0, 0.02, 0.02, 0, 0, 0, 0, 0
, , 0, 0.1, 0, 0, 0, 0.140705, 0.140705, 0, 0, 0, 0, 0
, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 8, 0, 0.01, 0, 0.01, 0.01, 0.02, 0, 0, 0.01, 0, 0, 0
, , 0, 0.1, 0, 0.1, 0.1, 0.140705, 0, 0, 0.1, 0, 0, 0
,Sum, 0.02, 0.02, 0, 0.01, 0.01, 0.07, 0.03, 0.01, 0.03, 0, 0.02, 0.01
, , 0.140705, 0.140705, 0, 0.1, 0.1, 0.293189, 0.171447, 0.1, 0.171447, 0, 0.140705, 0.1
Number Out, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.01, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0
, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 5, 0.02, 0, 0, 0, 0, 0.03, 0.01, 0.01, 0.01, 0, 0.02, 0.01
, , 0.140705, 0, 0, 0, 0, 0.171447, 0.1, 0.1, 0.1, 0, 0.140705, 0.1
, 6, 0, 0.01, 0, 0, 0, 0.02, 0.02, 0, 0, 0, 0, 0
, , 0, 0.1, 0, 0, 0, 0.140705, 0.140705, 0, 0, 0, 0, 0
, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 8, 0, 0.01, 0, 0.01, 0.01, 0.02, 0, 0, 0.01, 0, 0, 0
, , 0, 0.1, 0, 0.1, 0.1, 0.140705, 0, 0, 0.1, 0, 0, 0
,Sum, 0.02, 0.02, 0, 0.01, 0.01, 0.07, 0.03, 0.01, 0.03, 0, 0.02, 0.01
, , 0.140705, 0.140705, 0, 0.1, 0.1, 0.293189, 0.171447, 0.1, 0.171447, 0, 0.140705, 0.1
Number Expired, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
,Sum, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
