Statistic, Task, 0 min, 10 min, 20 min, 30 min, 40 min, 50 min, 60 min, 70 min, 80 min, 90 min, 100 min, 110 min,
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.263659, 0.47936, 0.578063
, 4, 0, 0, 0, 0.00347488, 0, 0.00184284, 0.00138077, 0, 0.00361916, 0, 0, 0
, , 0, 0, 0, 0.0269161, 0, 0.0184284, 0.0138077, 0, 0.0338673, 0, 0, 0
, 5, 0.0840502, 0.0396013, 0.0274358, 0, 0, 0, 0, 0, 0.00251671, 0.0832346, 0.0454589, 0.0817026
, , 0.546064, 0.285034, 0.152887, 0, 0, 0, 0, 0, 0.0251671, 0.47199, 0.22777, 0.432788
, 6, 0.0172358, 0.0235766, 0.0300835, 0.00196068, 0.037195, 0.00429218, 0.00250137, 0.121891, 0.00168014, 0, 0, 0
, , 0.121293, 0.201817, 0.185713, 0.0163417, 0.368997, 0.0310161, 0.0177758, 1.16909, 0.0127134, 0, 0, 0
, 7, 0.316525, 0.476522, 0.419195, 0.284662, 0.109941, 0.340644, 0.350966, 0.0746915, 4.31455, 0.0186375, 0.00548172, 7.27421
, , 0.666209, 1.1677, 0.968214, 0.82418, 0.545685, 2.35851, 2.75975, 0.215159, 40.6448, 0.105347, 0.0310418, 72.2511
, 8, 0.0205797, 0.0249871, 3.60107e-05, 0, 0.00136211, 0.00135601, 0, 0, 0.00122658, 0.00316711, 0.0622789, 0.113686
, , 0.186199, 0.195873, 0.000360107, 0, 0.0136211, 0.0135601, 0, 0, 0.0122658, 0.0206169, 0.383544, 0.539511
,Sum, 1.38372, 1.51937, 1.29362, 0.409265, 0.455594, 0.857909, 0.538877, 0.314034, 8.72139, 1.05844, 1.09492, 19.299
, , 1.71666, 2.00451, 1.58908, 1.01671, 2.28404, 5.10788, 3.53206, 1.35021, 82.1327, 1.8055, 1.2087, 179.51
Number In, 0, 3.22, 3.52, 3.32, 2.1, 2.09, 2.1, 2.24, 1.99, 2.03, 3.64, 3.56, 3.47
, , 1.99788, 2.0175, 1.99939, 1.58592, 1.364, 1.62369, 1.38622, 1.3521, 1.23464, 1.65462, 1.77138, 1.95637
, 1, 0, 0, 0, 0.05, 0.07, 0.04, 0.03, 0.04, 0.04, 0, 0.04, 0.04
, , 0, 0, 0, 0.219043, 0.256432, 0.196946, 0.171447, 0.242878, 0.196946, 0, 0.196946, 0.196946
, 2, 3.4, 3.16, 3.19, 0.36, 0.29, 0.3, 0.3, 0.36, 0.31, 3.08, 3.28, 3.2
, , 2.03008, 1.59367, 1.76781, 0.52262, 0.607944, 0.611341, 0.594588, 0.611671, 0.580752, 1.79607, 1.72375, 1.8202
, 3, 0, 0, 0, 0, 0, 0.01, 0.05, 0.01, 0.03, 0.16, 0.13, 0.13
, , 0, 0, 0, 0, 0, 0.1, 0.219043, 0.1, 0.171447, 0.368453, 0.366667, 0.366667
, 4, 0, 0, 0, 0.3, 0.26, 0.45, 0.29, 0.32, 0.35, 0, 0, 0
, , 0, 0, 0, 0.541229, 0.524549, 0.609272, 0.573752, 0.548276, 0.55732, 0, 0, 0
, 5, 0.35, 0.32, 0.45, 1.11, 1.01, 1.06, 0.95, 1.04, 1.03, 0.63, 0.59, 0.7
, , 0.625631, 0.5101, 0.641573, 1.08148, 1.01995, 1.05237, 0.96792, 1.07233, 1.05844, 0.906263, 0.753376, 0.797724
, 6, 0.86, 0.84, 0.66, 0.86, 0.88, 1.12, 1, 1.24, 1.08, 0, 0, 0
, , 0.964208, 0.884433, 0.781348, 0.943024, 0.832181, 0.9876, 0.994937, 1.26427, 1.10718, 0, 0, 0
, 7, 1.1, 0.84, 0.96, 1.88, 2.29, 1.99, 2.02, 1.99, 2.08, 0.97, 0.93, 0.99
, , 1.07778, 0.971514, 0.941951, 1.40187, 1.58462, 1.32188, 1.4563, 1.36696, 1.346, 0.926108, 1.0076, 1.09632
, 8, 0.27, 0.38, 0.39, 0.59, 0.69, 0.83, 0.68, 0.62, 0.68, 0.31, 0.31, 0.39
, , 0.489382, 0.61595, 0.665074, 0.726066, 0.860995, 1.05462, 0.897584, 0.82609, 0.897584, 0.525991, 0.56309, 0.617833
,Sum, 9.2, 9.06, 8.97, 7.25, 7.58, 7.9, 7.56, 7.61, 7.63, 8.79, 8.84, 8.92
, , 3.30595, 2.9842, 3.22069, 2.79384, 2.77135, 3.18297, 2.43011, 3.08759, 2.65777, 3.33423, 2.82743, 3.28965
Number Out, 0, 3.2, 3.52, 3.27, 1.99, 1.98, 1.85, 2, 1.82, 1.86, 3.58, 3.6, 3.42
, , 2, 2.03743, 1.99421, 1.61117, 1.37789, 1.50672, 1.32574, 1.321, 1.23926, 1.62791, 1.75234, 1.90258
, 1, 0, 0, 0, 0.02, 0.04, 0.05, 0.04, 0.04, 0.05, 0.02, 0.01, 0.06
, , 0, 0, 0, 0.140705, 0.196946, 0.219043, 0.196946, 0.196946, 0.261117, 0.140705, 0.1, 0.238683
, 2, 2.7, 3.06, 2.99, 0.74, 0.29, 0.29, 0.23, 0.3, 0.32, 2.62, 3.02, 2.94
, , 1.68475, 1.57519, 1.56021, 0.760383, 0.655898, 0.573753, 0.529055, 0.57735, 0.566399, 1.49599, 1.49058, 1.44124
, 3, 0, 0, 0, 0, 0, 0.01, 0.05, 0, 0.04, 0.09, 0.07, 0.11
, , 0, 0, 0, 0, 0, 0.1, 0.219043, 0, 0.196946, 0.287623, 0.256432, 0.345096
, 4, 0, 0, 0, 0.3, 0.25, 0.44, 0.31, 0.3, 0.36, 0.01, 0, 0
, , 0, 0, 0, 0.541229, 0.51981, 0.624742, 0.580752, 0.522233, 0.611671, 0.1, 0, 0
, 5, 0.28, 0.33, 0.41, 1.05, 1.06, 1.05, 0.96, 1.04, 1.01, 0.61, 0.55, 0.66
, , 0.514045, 0.513554, 0.63715, 0.998737, 1.06192, 1.0384, 0.994124, 1.05333, 1.09632, 0.897753, 0.757121, 0.794171
, 6, 0.83, 0.82, 0.64, 0.85, 0.86, 1.11, 1, 1.2, 1.08, 0, 0, 0
, , 0.954045, 0.868995, 0.772246, 0.946818, 0.841115, 1.01399, 1.02494, 1.24722, 1.10719, 0, 0, 0
, 7, 0.68, 0.58, 0.54, 1.68, 2.09, 1.74, 1.82, 1.73, 1.88, 0.98, 0.89, 0.93
, , 0.941522, 0.754515, 0.687845, 1.33998, 1.58971, 1.26027, 1.3587, 1.38429, 1.28141, 0.953251, 1.01399, 1.02745
, 8, 0.24, 0.36, 0.38, 0.6, 0.67, 0.83, 0.68, 0.64, 0.68, 0.29, 0.3, 0.34
, , 0.473969, 0.5777, 0.647918, 0.724743, 0.817177, 1.09226, 0.908768, 0.822904, 0.897584, 0.498381, 0.541229, 0.554504
,Sum, 7.93, 8.67, 8.23, 7.23, 7.24, 7.37, 7.09, 7.07, 7.28, 8.2, 8.44, 8.46
, , 2.64863, 2.82147, 2.71492, 2.67368, 2.76018, 3.0106, 2.25673, 2.83647, 2.63266, 3.04512, 2.6603, 2.76128
Number Expired, 0, 0, 0, 0, 0.04, 0.13, 0.17, 0.16, 0.12, 0.27, 0.03, 0.01, 0.2
, , 0, 0, 0, 0.196946, 0.441645, 0.58698, 0.486588, 0.498077, 1.54302, 0.222702, 0.1, 2
, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 2, 0.13, 0.22, 0.19, 0.02, 0.01, 0.04, 0.02, 0.02, 0.02, 0.14, 0.19, 0.23
, , 0.393251, 0.483673, 0.464823, 0.140705, 0.1, 0.196946, 0.140705, 0.140705, 0.2, 0.449916, 0.506423, 0.529055
, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05, 0.05, 0.04
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.219043, 0.219043, 0.242878
, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
, 5, 0.04, 0.02, 0.03, 0, 0, 0, 0, 0, 0, 0.04, 0.03, 0.04
, , 0.242878, 0.140705, 0.171447, 0, 0, 0, 0, 0, 0, 0.196946, 0.171447, 0.196946
, 6, 0.02, 0.02, 0.03, 0.01, 0.01, 0, 0.01, 0.03, 0.02, 0, 0, 0
, , 0.140705, 0.140705, 0.171447, 0.1, 0.1, 0, 0.1, 0.171447, 0.140705, 0, 0, 0
, 7, 0.31, 0.33, 0.31, 0.25, 0.15, 0.19, 0.19, 0.19, 0.3, 0.05, 0.02, 0.2
, , 0.56309, 0.620443, 0.614554, 0.51981, 0.411329, 0.614554, 0.486069, 0.442559, 1.27525, 0.261116, 0.140705, 1.31809
, 8, 0.02, 0.02, 0, 0, 0, 0, 0, 0, 0, 0, 0.03, 0.05
, , 0.140705, 0.140705, 0, 0, 0, 0, 0, 0, 0, 0, 0.171447, 0.219043
,Sum, 0.52, 0.61, 0.56, 0.32, 0.3, 0.4, 0.38, 0.36, 0.61, 0.31, 0.33, 0.76
, , 0.745085, 0.87496, 0.820446, 0.601009, 0.834847, 1.1101, 0.885118, 0.822905, 2.95725, 0.706321, 0.620443, 3.52228
